name,latitude,longitude,elevation,elevation2,species,number,Gymnosperm/Angiosperm,Needle/broad
arge083,-39.28,-71.27,1100,,AUCH,290,Gymnosperm,Needle
arge084,-41.05,-70.98,1100,,AUCH,292,Gymnosperm,Needle
arge085,-43.02,-71.57,650,,AUCH,275,Gymnosperm,Needle
arge086,-40.7,-71.13,910,,AUCH,292,Gymnosperm,Needle
arge087,-41.1,-71.8,950,,FICU,292,Gymnosperm,Needle
arge088,-41.17,-71.78,950,,FICU,292,Gymnosperm,Needle
arge089,-41.83,-71.77,950,,FICU,294,Gymnosperm,Needle
arge090,-41.83,-71.78,1230,,FICU,294,Gymnosperm,Needle
arge091,-42.08,-71.83,1200,,FICU,294,Gymnosperm,Needle
arge092,-41.25,-71.9,750,,FICU,296,Gymnosperm,Needle
arge093,-42.73,-71.97,535,,FICU,293,Gymnosperm,Needle
arge094,-42.58,-71.95,570,,FICU,294,Gymnosperm,Needle
arge095,-41.27,-71.63,1690,,NOPU,114,Angiosperm,Broad
arge096,-41.27,-71.63,1500,,NOPU,292,Angiosperm,Broad
arge097,-41.12,-71.8,1500,,NOPU,178,Angiosperm,Broad
arge098,-41.12,-71.8,1390,,NOPU,142,Angiosperm,Broad
arge099,-41.12,-71.8,1320,,NOPU,274,Angiosperm,Broad
arge100,-41.12,-71.8,1230,,NOPU,291,Angiosperm,Broad
arge101,-41.15,-71.8,1740,,NOPU,131,Angiosperm,Broad
arge102,-41.15,-71.8,1670,,NOPU,102,Angiosperm,Broad
arge103,-41.15,-71.8,1600,,NOPU,184,Angiosperm,Broad
arge104,-41.15,-71.8,1565,,NOPU,172,Angiosperm,Broad
arge105,-41.15,-71.8,1550,,NOPU,172,Angiosperm,Broad
arge106,-41.15,-71.8,1480,,NOPU,292,Angiosperm,Broad
arge107,-41.15,-71.8,1410,,NOPU,292,Angiosperm,Broad
arge108,-41.15,-71.8,1300,,NOPU,292,Angiosperm,Broad
arge109,-54.78,-68.38,550,,NOPU,245,Angiosperm,Broad
arge110,-33.73,-65.52,513,,PROS,94,Angiosperm,Broad
arge111,-34,-65.3667,442,,PROS,73,Angiosperm,Broad
arge112,-34.35,-65.5833,415,,PROS,64,Angiosperm,Broad
arge113,-35.4167,-65.1167,311,,PROS,206,Angiosperm,Broad
arge114,-37.8651,-71.0691,1695,,ARAR,304,Gymnosperm,Needle
arge115,-38.63,-70.75,1622,,ARAR,307,Gymnosperm,Needle
arge116,-39.6163,-71.4426,1697,,ARAR,307,Gymnosperm,Needle
arge117,-39.5463,-71.0436,1217,,ARAR,307,Gymnosperm,Needle
arge118,-39.1523,-71.2491,1142,,ARAR,307,Gymnosperm,Needle
arge119,-38.8257,-71.0803,1317,,ARAR,307,Gymnosperm,Needle
arge120,-39.3075,-71.2896,1119,,ARAR,307,Gymnosperm,Needle
arge121,-39.4,-70.8,1455,,ARAR,307,Gymnosperm,Needle
arge122,-39.0951,-71.3207,1531,,ARAR,307,Gymnosperm,Needle
arge123,-39.22,-71.17,1565,,ARAR,307,Gymnosperm,Needle
arge124,-40.8833,-71.7,1450,,NOPU,307,Angiosperm,Broad
arge125,-40.8833,-71.7,1450,,NOPU,240,Angiosperm,Broad
arge126,-40.7167,-71.55,1350,,NOPU,264,Angiosperm,Broad
arge127,-40.7167,-71.55,1350,,NOPU,287,Angiosperm,Broad
arge128,-40.6333,-71.7,1080,,NOPU,207,Angiosperm,Broad
arge129,-49.3333,-72.9833,660,,NOPU,148,Angiosperm,Broad
arge130,-40.75,-71.6,1470,,NOPU,297,Angiosperm,Broad
arge131,-50.5833,-72.8667,700,,NOPU,295,Angiosperm,Broad
arge132,-49.3833,-72.8833,810,,NOPU,285,Angiosperm,Broad
arge133,-49.3833,-72.8833,810,,NOPU,202,Angiosperm,Broad
arge134,-40.8167,-71.4667,1230,,NOPU,213,Angiosperm,Broad
arge135,-40.8167,-71.4667,1230,,NOPU,112,Angiosperm,Broad
arge136,-50.5333,-72.7167,780,,NOPU,257,Angiosperm,Broad
arge137,-40.6833,-71.5333,1190,,NOPU,268,Angiosperm,Broad
arge138,-40.6833,-71.5333,1190,,NOPU,307,Angiosperm,Broad
arge139,-41.18,-71.78,1425,,NOPU,312,Angiosperm,Broad
arge140,-41.25,-71.28,1612,,NOPU,312,Angiosperm,Broad
arge141,-41.27,-71.63,1500,,NOPU,312,Angiosperm,Broad
arge142,-41.1,-71.8,950,,FICU,312,Gymnosperm,Needle
arge143,-41.12,-71.8,1230,,NOPU,312,Angiosperm,Broad
arge144,-41.17,-71.78,950,,FICU,312,Gymnosperm,Needle
aus116,-17.283333,145.566667,720,,TOCI,301,Angiosperm,Broad
aus117,-28.25,153.133333,750,,TOCI,285,Angiosperm,Broad
ausl001,-41.58,146,680,,PHAS,200,Gymnosperm,Broad
ausl002,-41.63,145.93,1000,,ATSE,276,Gymnosperm,Needle
ausl003,-42.67,146.55,1200,,ATCU,275,Gymnosperm,Needle
ausl004,-32,115.65,329,,CARO,45,Gymnosperm,Needle
ausl005,-42.77,146.07,400,,PHAS,275,Gymnosperm,Broad
ausl007,-41.75,146.7,1200,,ATCU,275,Gymnosperm,Needle
ausl008,-32.12,115.75,13,,CARO,64,Gymnosperm,Needle
ausl009,-42.65,146.57,1200,,ATCU,276,Gymnosperm,Needle
ausl010,-42.67,146.27,800,,PHAS,275,Gymnosperm,Broad
ausl012,-43.37,147.27,450,,PHAS,265,Gymnosperm,Broad
ausl013,-42.2,145.98,360,,PHAS,276,Gymnosperm,Broad
ausl014,-43.42,147.27,350,,PHAS,276,Gymnosperm,Broad
ausl016,-42.2,146.1,800,,PHAS,275,Gymnosperm,Broad
ausl018,-41.78,145.42,200,,PHAS,276,Gymnosperm,Broad
ausl019,-41.18,148,750,,PHAS,275,Gymnosperm,Broad
ausl020,-43.47,147.28,340,,PHAS,276,Gymnosperm,Broad
ausl021,-41.63,145.93,1000,,NOGU,244,Angiosperm,Broad
ausl022,-42.33,146,800,,LGFR,293,Gymnosperm,Needle
ausl023,-42.33,146,700,,LGFR,293,Gymnosperm,Needle
ausl025,-41.15,147.88,850,,PHAS,308,Gymnosperm,Broad
ausl026,-41.2,148,750,,PHAS,295,Gymnosperm,Broad
ausl027,-41.3,147.9,750,,PHAS,296,Gymnosperm,Broad
ausl028,-41.55,145.7,525,,PHAS,295,Gymnosperm,Broad
ausl029,-41.4,145.5,540,,PHAS,295,Gymnosperm,Broad
ausl030,-42.2,146.1,800,,PHAS,299,Gymnosperm,Broad
ausl031,-43,146.27,575,,PHAS,296,Gymnosperm,Broad
ausl032,-42.6,146.34,575,,PHAS,295,Gymnosperm,Broad
ausl033,-43.25,146.7,575,,PHAS,297,Gymnosperm,Broad
ausl034,-43.15,146.6,250,,PHAS,299,Gymnosperm,Broad
ausl035,-43.1,146.2,750,,PHAS,300,Gymnosperm,Broad
ausl037,-22.8333,118.6167,800,,CACO,251,Gymnosperm,Needle
ausl038,-41.48,146.42,,,ATCU,310,Gymnosperm,Needle
ausl039,-41.45,146.15,800,,ATSE,312,Gymnosperm,Needle
ausl040,-42.65,146.57,1200,,ATCU,309,Gymnosperm,Needle
ausl041,-41.63,145.93,1000,,ATSE,309,Gymnosperm,Needle
ausl042,-41.6,146.55,,,ATCU,309,Gymnosperm,Needle
ausl043,-42.2,146.33,600,,PHAS,313,Gymnosperm,Broad
ausl044,-43.27,146.73,,,ATSE,309,Gymnosperm,Needle
ausl045,-41.84,145.54,,,ATSE,312,Gymnosperm,Needle
ausl047,-43.33,146.75,,,ATSE,304,Gymnosperm,Needle
ausl048,-43.183,146.595,,,ATSE,310,Gymnosperm,Needle
ausl049,-41.85,145.775,,,ATCU,305,Gymnosperm,Needle
ausl050,-41.63,145.93,1000,,ATSE,309,Gymnosperm,Needle
ausl051,-17.3,145.58,720,,TOCI,189,Angiosperm,Broad
ausl052,-28.25,153.1333,750,,TOCI,147,Angiosperm,Broad
ausl054,-12.71,134.33,,,CAIN,255,Gymnosperm,Needle
ausl055,-11.65,132.76,,,CAIN,129,Gymnosperm,Needle
ausl056,-13.61,132.21,200,,CAIN,160,Gymnosperm,Needle
ausl057,-13.6,131.53,,,CAIN,110,Gymnosperm,Needle
ausl058,-13.29,130.85,200,,CAIN,146,Gymnosperm,Needle
ausl059,-12.05,134.25,200,,CAIN,138,Gymnosperm,Needle
ausl060,-11.71,130.83,100,,CAIN,131,Gymnosperm,Needle
aust001,47.22,11.47,2100,,PICE,216,Gymnosperm,Needle
aust002,46.85,11.02,2000,,PICE,272,Gymnosperm,Needle
aust003,46.85,11.02,2000,,PCAB,275,Gymnosperm,Needle
aust004,46.85,11.02,2000,,LADE,275,Gymnosperm,Needle
aust005,47.03,13.63,1800,,PCAB,138,Gymnosperm,Needle
aust006,47.78,15.3,1380,,PCAB,144,Gymnosperm,Needle
aust007,47.13,11.28,1850,,PCAB,231,Gymnosperm,Needle
aust008,47.13,11.28,1850,,PICE,154,Gymnosperm,Needle
aust109,48.12,16.25,350,,PINI,156,Gymnosperm,Needle
aust110,48.12,16.25,582,,PINI,192,Gymnosperm,Needle
aust111,48.12,16.25,450,,PINI,230,Gymnosperm,Needle
aust112,48.12,16.25,450,,QUPE,202,Angiosperm,Broad
aust113,48.5,16.4,220,,QUSP,264,Angiosperm,Broad
aust114,48.18,16.2,300,,QUPE,304,Angiosperm,Broad
aust115,47.95,16.06,500,,PILR,303,Gymnosperm,Needle
aut116,47.81,13.59,1337,,PCAB,232,Gymnosperm,Needle
aut117,47.808,13.591,1209,,PCAB,249,Gymnosperm,Needle
aut118,47.808,13.591,1209,,ABAL,251,Gymnosperm,Needle
aut119,47.808,13.591,1209,,FASY,253,Angiosperm,Broad
aut120,47.803,13.591,978,,PCAB,252,Gymnosperm,Needle
aut121,47.803,13.591,978,,ABAL,252,Gymnosperm,Needle
aut122,47.803,13.591,978,,FASY,262,Angiosperm,Broad
aut123,47.799,13.589,791,,PCAB,245,Gymnosperm,Needle
aut124,47.799,13.589,791,,ABAL,260,Gymnosperm,Needle
aut125,47.799,13.589,791,,FASY,260,Angiosperm,Broad
aut126,47.791,13.552,527,,PCAB,189,Gymnosperm,Needle
aut127,47.791,13.552,527,,FASY,190,Angiosperm,Broad
aut128,47.791,13.552,527,,LADE,193,Gymnosperm,Needle
aut129,47.765,13.582,1465,,LADE,241,Gymnosperm,Needle
aut130,47.762,14.417,1460,,PCAB,174,Gymnosperm,Needle
aut131,47.762,14.417,1460,,FASY,152,Angiosperm,Broad
aut132,47.762,14.417,1460,,LADE,170,Gymnosperm,Needle
aut133,47.76,14.42,1350,,PCAB,150,Gymnosperm,Needle
aut134,47.76,14.42,1350,,FASY,176,Angiosperm,Broad
aut135,47.76,14.42,1350,,LADE,160,Gymnosperm,Needle
aut136,47.757,14.343,950,,PCAB,194,Gymnosperm,Needle
aut137,47.757,14.343,950,,ABAL,259,Gymnosperm,Needle
aut138,47.757,14.343,950,,FASY,186,Angiosperm,Broad
aut139,47.757,14.343,950,,LADE,191,Gymnosperm,Needle
aut140,47.754,14.438,1150,,PCAB,229,Gymnosperm,Needle
aut141,47.754,14.438,1150,,ABAL,233,Gymnosperm,Needle
aut142,47.754,14.438,1150,,FASY,236,Angiosperm,Broad
aut143,47.754,14.438,1150,,LADE,206,Gymnosperm,Needle
aut144,47.84,14.438,901,,PCAB,221,Gymnosperm,Needle
aut145,47.84,14.438,901,,FASY,218,Angiosperm,Broad
aut146,47.84,14.438,901,,LADE,102,Gymnosperm,Needle
aut147,47.84,14.451,894,,PCAB,100,Gymnosperm,Needle
aut148,47.84,14.451,894,,FASY,102,Angiosperm,Broad
aut149,47.84,14.451,894,,LADE,101,Gymnosperm,Needle
aut150,47.838,14.444,876,,PCAB,240,Gymnosperm,Needle
aut151,47.838,14.444,876,,FASY,235,Angiosperm,Broad
az023,36.67,-110.5,2012,,PSME,273,Gymnosperm,Needle
az026,34.38,-112.35,1951,,PIPO,266,Gymnosperm,Needle
az027,34.38,-111,2284,,PSME,266,Gymnosperm,Needle
az029,36.42,-113.17,1981,,PIED,267,Gymnosperm,Needle
az030,36.53,-112.92,1707,,PIED,265,Gymnosperm,Needle
az032,36,-113,1798,,PIED,267,Gymnosperm,Needle
az033,32.58,-110.28,2134,,PSME,266,Gymnosperm,Needle
az036,34.65,-112.53,2134,,PIPO,228,Gymnosperm,Needle
az040,32.7,-109.98,2682,,PSME,268,Gymnosperm,Needle
az041,33.38,-109.78,1859,,PIED,267,Gymnosperm,Needle
az042,33.3,-109.73,1890,,PIPO,267,Gymnosperm,Needle
az043,33.38,-109.37,2316,,PIPO,266,Gymnosperm,Needle
az044,34.03,-109.12,2385,,PIED,266,Gymnosperm,Needle
az045,35.83,-109.12,2316,,PIPO,266,Gymnosperm,Needle
az046,35.87,-109.43,2134,,PSME,266,Gymnosperm,Needle
az047,35.75,-112.03,2012,,PIED,267,Gymnosperm,Needle
az049,35.18,-111.52,2073,,PIPO,267,Gymnosperm,Needle
az050,35.18,-111.5,1981,,PSME,269,Gymnosperm,Needle
az052,33.9,-109.17,2743,,PSME,268,Gymnosperm,Needle
az056,32.62,-109.82,2652,,PSME,268,Gymnosperm,Needle
az060,36.25,-112.13,2560,,PSME,268,Gymnosperm,Needle
az062,36.33,-112.07,2774,,PSME,268,Gymnosperm,Needle
az063,36.28,-111.97,2682,,PSME,268,Gymnosperm,Needle
az066,36.2,-110.28,1920,,PIED,268,Gymnosperm,Needle
az069,35,-109,2194,,PIPO,272,Gymnosperm,Needle
az071,35,-111,2012,,PIED,265,Gymnosperm,Needle
az072,35,-109,2377,,PIPO,272,Gymnosperm,Needle
az077,34.07,-110.62,1798,,PIPO,272,Gymnosperm,Needle
az078,34.05,-110.67,1700,,PIED,272,Gymnosperm,Needle
az079,34.05,-110.65,1817,,PIPO,272,Gymnosperm,Needle
az080,36.1,-109.35,1905,,PSME,272,Gymnosperm,Needle
az081,36.08,-109.37,2100,,PIED,272,Gymnosperm,Needle
az082,36.1,-109.38,1828,,PSME,273,Gymnosperm,Needle
az084,36.17,-110.5,1920,,PIED,272,Gymnosperm,Needle
az086,36.83,-110.73,2134,,PIED,272,Gymnosperm,Needle
az087,35.38,-111.53,2225,,PIPO,273,Gymnosperm,Needle
az088,35.4,-111.57,2195,,PIPO,273,Gymnosperm,Needle
az089,34.25,-109.82,2073,,PIPO,273,Gymnosperm,Needle
az090,35.67,-109.33,2195,,PIPO,273,Gymnosperm,Needle
az091,35.57,-111.65,2134,,PIED,273,Gymnosperm,Needle
az098,35.5,-111.83,2194,,PIPO,273,Gymnosperm,Needle
az099,34.5,-109.95,1780,,PIED,274,Gymnosperm,Needle
az100,35.43,-111.68,2225,,PIPO,273,Gymnosperm,Needle
az101,34.75,-111.1,1951,,PIED,273,Gymnosperm,Needle
az102,36.68,-110.53,2196,,PIED,273,Gymnosperm,Needle
az103,36.17,-110.5,1920,,JUSP,273,Gymnosperm,Needle
az104,36.75,-113.73,1800,,PIED,272,Gymnosperm,Needle
az105,33.95,-109.13,3200,,PSME,274,Gymnosperm,Needle
az106,35.82,-112.07,1940,,PIED,276,Gymnosperm,Needle
az109,35,-113,1900,,PSME,272,Gymnosperm,Needle
az127,36.73,-112.23,2310,,PIPO,277,Gymnosperm,Needle
az129,36.63,-112.1,2100,,PIED,277,Gymnosperm,Needle
az135,35.08,-113.9,2316,,PIPO,272,Gymnosperm,Needle
az139,35.7,-109.37,2134,,PIED,273,Gymnosperm,Needle
az143,35.95,-113.08,2085,,PIPO,273,Gymnosperm,Needle
az144,36.83,-112.05,1860,,PIED,276,Gymnosperm,Needle
az501,32.42,-110.77,2774,,PSME,266,Gymnosperm,Needle
az503,33.3,-109.75,2027,,PSME,267,Gymnosperm,Needle
az504,31.72,-110.85,2438,,PSME,267,Gymnosperm,Needle
az505,36.42,-112,2745,,PSME,276,Gymnosperm,Needle
az509,34.88,-111.57,2050,,PIPO,258,Gymnosperm,Needle
az510,35.5,-111.67,3535,,PIAR,284,Gymnosperm,Needle
az511,32.7,-109.87,3221,,PCEN,291,Gymnosperm,Needle
az512,32.7,-109.88,3120,,ABLA,238,Gymnosperm,Needle
az513,33.7,-109.23,2392,,PIPO,287,Gymnosperm,Needle
az514,33.8,-109.32,2438,,PSME,288,Gymnosperm,Needle
az515,32.42,-110.73,2484,,PSME,288,Gymnosperm,Needle
az516,32.2,-110.55,2286,,PIED,277,Gymnosperm,Needle
az517,34.88,-111.82,1377,,PIED,287,Gymnosperm,Needle
az518,33.47,-109.48,1694,,PIED,288,Gymnosperm,Needle
az519,32.38,-110.68,2194,,PSME,287,Gymnosperm,Needle
az520,32.38,-110.68,2194,,PIPO,287,Gymnosperm,Needle
az521,35.27,-111.75,2255,,PIPO,288,Gymnosperm,Needle
az522,34.38,-110.42,1969,,PIPO,287,Gymnosperm,Needle
az523,34.07,-110.62,1798,,PIPO,286,Gymnosperm,Needle
az524,32.22,-110.55,2535,,PIPO,288,Gymnosperm,Needle
az525,32.22,-110.55,2535,,PISF,269,Gymnosperm,Needle
az526,31.7,-110.87,2133,,PIPO,274,Gymnosperm,Needle
az527,34.32,-110.77,2362,,PIPO,287,Gymnosperm,Needle
az528,32.65,-109.82,2346,,PIPO,222,Gymnosperm,Needle
az529,32.22,-110.55,2441,,ABCO,209,Gymnosperm,Needle
az530,32.22,-110.55,2441,,PIPO,278,Gymnosperm,Needle
az531,32.22,-110.55,2441,,PSME,288,Gymnosperm,Needle
az532,32.22,-110.55,2441,,PISF,288,Gymnosperm,Needle
az533,33.9,-111.4,2133,,PIPO,288,Gymnosperm,Needle
az534,31.93,-109.27,2286,,PSME,287,Gymnosperm,Needle
az535,35.32,-111.72,2682,,PSME,225,Gymnosperm,Needle
az536,32.68,-109.88,2727,,PSME,287,Gymnosperm,Needle
az537,32,-109.33,1828,,PSME,288,Gymnosperm,Needle
az538,34.72,-111.5,1965,,PIPO,287,Gymnosperm,Needle
az539,35.38,-111.53,2225,,PIPO,287,Gymnosperm,Needle
az540,32,-109.33,1828,,PIPO,288,Gymnosperm,Needle
az541,33.42,-109.37,2316,,PIPO,288,Gymnosperm,Needle
az542,34.25,-109.93,2072,,PIPO,287,Gymnosperm,Needle
az543,35.5,-111.83,2194,,PIPO,287,Gymnosperm,Needle
az544,31.72,-110.83,2407,,PSME,287,Gymnosperm,Needle
az545,32.2,-110.55,2362,,PIPO,288,Gymnosperm,Needle
az546,32.2,-110.55,2362,,PISF,288,Gymnosperm,Needle
az547,35.17,-111.52,2057,,PIPO,288,Gymnosperm,Needle
az548,35.17,-111.52,2057,,PSME,287,Gymnosperm,Needle
az549,32.7,-109.93,2950,,PSME,292,Gymnosperm,Needle
az550,32.7,-109.92,2896,,PISF,293,Gymnosperm,Needle
az551,31.85,-109.3,2790,,PSME,281,Gymnosperm,Needle
az552,31.85,-109.3,2790,,PCEN,156,Gymnosperm,Needle
az553,35.43,-111.6833,3150,,PCEN,284,Gymnosperm,Needle
az554,33.97,-109.55,2940,,PSME,284,Gymnosperm,Needle
az555,32.45,-110.78,2700,,PSME,284,Gymnosperm,Needle
az556,31.45,-110.35,1750,,PSME,296,Gymnosperm,Needle
az557,32.45,-110.78,2550,,PSME,299,Gymnosperm,Needle
az558,32.7,-109.92,3025,,PSME,300,Gymnosperm,Needle
az559,32.72,-109.92,3020,,PSME,302,Gymnosperm,Needle
az560,36.13,-111.88,2800,,PIPO,196,Gymnosperm,Needle
az563,36.85,-112.02,1800,,PIED,300,Gymnosperm,Needle
az564,35.23,-111.57,2000,,PIPO,73,Gymnosperm,Needle
az565,35.064,-113.876,1893,,PIPO,309,Gymnosperm,Needle
az566,32.377,-110.685,1877,,PSME,310,Gymnosperm,Needle
az567,32.377,-110.685,1877,,PIPO,173,Gymnosperm,Needle
az568,33.8,-109.32,2438,,PSME,309,Gymnosperm,Needle
az569,33.8,-109.32,2438,,PIPO,309,Gymnosperm,Needle
az570,36.1,-109.38,1828,,PIED,291,Gymnosperm,Needle
az571,32.627,-110.298,2074,,PSME,309,Gymnosperm,Needle
az572,35.4,-111.583,,,PIPO,288,Gymnosperm,Needle
az573,31.726,-110.84,2278,,PSME,309,Gymnosperm,Needle
az574,31.723,-110.839,2385,,PSME,309,Gymnosperm,Needle
az575,35.27,-111.75,2260,,PIPO,194,Gymnosperm,Needle
az578,36.1833,-110.5,,,PIED,284,Gymnosperm,Needle
az579,32.622,-109.819,2667,,PSME,309,Gymnosperm,Needle
az580,31.924,-109.263,2316,,PSME,311,Gymnosperm,Needle
az581,32.586,-110.283,2252,,PSME,309,Gymnosperm,Needle
az582,35.09,-113.9,2300,,PSME,212,Gymnosperm,Needle
az583,32,-109.33,1828,,PSME,311,Gymnosperm,Needle
az584,32.45,-110.78,2550,,PSME,299,Gymnosperm,Needle
az585,32,-109.33,1828,,PIPO,311,Gymnosperm,Needle
az586,32.12,-110.52,2200,,PSME,309,Gymnosperm,Needle
az587,32.442,-110.784,2746,,PSME,310,Gymnosperm,Needle
az588,31.461,-110.355,1812,,PSME,310,Gymnosperm,Needle
az589,36.6833,-110.5333,,,PSME,309,Gymnosperm,Needle
az590,33.992,-109.381,2969,,PSME,309,Gymnosperm,Needle
az591,35.17,-111.52,2057,,PSME,311,Gymnosperm,Needle
az592,35.17,-111.52,2057,,PIPO,311,Gymnosperm,Needle
az593,32.712,-109.922,3014,,PSME,309,Gymnosperm,Needle
az594,32.7,-109.92,2896,,PISF,302,Gymnosperm,Needle
az595,32.41378,-110.714957,2534,,PIAZ,181,Gymnosperm,Needle
az596,32.41378,-110.714957,2534,,PIPO,151,Gymnosperm,Needle
az597,32.433619,-110.790248,2577,,PIAZ,150,Gymnosperm,Needle
az598,32.433619,-110.790248,2577,,PIPO,199,Gymnosperm,Needle
az599,32.41378,-110.714957,2534,,PIPO,148,Gymnosperm,Needle
az600,32.41378,-110.714957,2534,,PIAZ,181,Gymnosperm,Needle
az601,32.41378,-110.714957,2534,,PIPO,129,Gymnosperm,Needle
az602,32.433619,-110.790248,2577,,PIPO,106,Gymnosperm,Needle
az603,32.433619,-110.790248,2577,,PIAZ,143,Gymnosperm,Needle
az604,32.433619,-110.790248,2577,,PIPO,154,Gymnosperm,Needle
az605,34.88,-111.82,1377,,PIED,317,Gymnosperm,Needle
az606,35.38,-111.53,2225,,PIPO,317,Gymnosperm,Needle
az607,35.23,-111.57,2000,,PIPO,179,Gymnosperm,Needle
az608,35.5,-111.83,2194,,PIPO,317,Gymnosperm,Needle
az609,35.32,-111.72,2682,,PSME,254,Gymnosperm,Needle
az610,35.2,-112.2,2157,,PPTR,89,Angiosperm,Broad
az611,36.4,-112.2,2781,,PPTR,135,Angiosperm,Broad
az612,34,-109.3,2845,,PPTR,79,Angiosperm,Broad
az613,36.5,-112.7,1680,,PIED,87,Gymnosperm,Needle
az614,35.9,-111.8,1937,,PIED,126,Gymnosperm,Needle
az615,35.1,-112.2,1896,,PIED,95,Gymnosperm,Needle
az616,34.6,-110.8,2001,,PIED,136,Gymnosperm,Needle
az617,35.268981,-111.743513,2213,,PIPO,250,Gymnosperm,Needle
az618,36.462,-112.406,2125,,PIPO,319,Gymnosperm,Needle
az619,36.437,-112.092,2675,,PIPO,319,Gymnosperm,Needle
az620,36.439,-112.226,2650,,PIPO,319,Gymnosperm,Needle
az621,36.684,-112.285,2300,,PIPO,319,Gymnosperm,Needle
az622,36.768,-112.182,2300,,PIPO,319,Gymnosperm,Needle
az623,36.603,-112.156,2500,,PIPO,319,Gymnosperm,Needle
az624,36.352,-112.101,2775,,PSME,169,Gymnosperm,Needle
az625,35.054572,-111.604947,2190,,QUGA,259,Angiosperm,Broad
az626,35.054572,-111.604947,2190,,PIPO,129,Gymnosperm,Needle
az627,34.741633,-111.5042,2055,,QUGA,301,Angiosperm,Broad
az628,34.741633,-111.5042,2055,,PIPO,178,Gymnosperm,Needle
aze001,38.71,48.53,1500,,TABA,150,Gymnosperm,Needle
bel001,50.75,4.42,113,,FASY,248,Angiosperm,Broad
bel002,50.75,4.42,113,,FASY,233,Angiosperm,Broad
bgd001,24.342309,91.798301,100,,CKTA,102,Angiosperm,Broad
bgd002,24.1,91.37,70,,LGSP,105,Angiosperm,Broad
bgd003,24.1,91.37,70,,TOCI,87,Angiosperm,Broad
bgd004,22.562933,90.270297,2,,HEFO,78,Angiosperm,Broad
bgd005,22.562933,90.270297,2,,SOAP,84,Angiosperm,Broad
bhs001,26.29612,-77.159467,10,,PIEL,68,Gymnosperm,Needle
bol001,-16.21824,-61.66284,503,,CEMC,170,Angiosperm,Broad
bol002,-15.63916,-62.41079,296,,CEMC,85,Angiosperm,Broad
bol003,-16.32904,-61.614,446,,CEMC,213,Angiosperm,Broad
bol004,-15.96766,-62.22718,420,,CEMC,160,Angiosperm,Broad
bol005,-16.85,-62.5,250,,ASTO,173,Angiosperm,Broad
bol006,-16.12,-61.72,380,,ASCA,131,Angiosperm,Broad
bol007,-16.12,-61.72,380,,ADCO,157,Angiosperm,Broad
bol008,-16.12,-61.72,380,,ASTO,98,Angiosperm,Broad
bol009,-16.12,-61.72,380,,CNPL,168,Angiosperm,Broad
bol010,-15.487189,-62.294881,246,,CEMC,98,Angiosperm,Broad
bol011,-15.967661,-62.227181,420,,CEMC,160,Angiosperm,Broad
bol012,-16.218239,-62.661728,503,,CEMC,170,Angiosperm,Broad
bol013,-16.329036,-61.613994,440,,CEMC,213,Angiosperm,Broad
bol014,-15.642689,-62.780989,250,,CEMC,108,Angiosperm,Broad
bol015,-16.536881,-61.925881,430,,CEMC,127,Angiosperm,Broad
bol016,-16.451739,-61.7397,464,,CEMC,126,Angiosperm,Broad
bol017,-16.12,-61.72,380,,CEMC,111,Angiosperm,Broad
bol018,-11.4,-68.716667,150,,CEOD,152,Angiosperm,Broad
bol019,-16.600247,-61.205969,508,,SCBR,174,Angiosperm,Broad
bol020,-16.12,-61.72,380,,HAIM,131,Angiosperm,Broad
bol021,-16.12,-61.72,380,,ZETU,139,Angiosperm,Broad
bol022,-11.4,-68.716667,249,,AMCE,152,Angiosperm,Broad
bol023,-10.916667,-65.666667,174,,CECA,94,Angiosperm,Broad
bol024,-11.52,-67.3,183,,MAAF,50,Angiosperm,Broad
bol025,-18.07099147,-59.07041631,337.5,,MASC,97,Angiosperm,Broad
bol026,-16.15193667,-60.78255673,378,,AMCE,223,Angiosperm,Broad
bra001,-0.97669,-53.32586,163,,CESP,231,Angiosperm,Broad
bra002,-14.4919,-44.1799,530,,CEFI,136,Angiosperm,Broad
bra003,-0.997458,-53.2667,90,,CEOD,258,Angiosperm,Broad
bra004,-27.084217,-48.883867,122,,ALTR,110,Angiosperm,Broad
bra005,-26.844066,-49.04195,79,,ALTR,125,Angiosperm,Broad
bra006,-22.79865,-45.58187,1500,,CEFI,111,Angiosperm,Broad
bra007,-24.36452,-48.82107,900,,CEFI,156,Angiosperm,Broad
bra008,-24.2104,-48.7901,900,,CEFI,77,Angiosperm,Broad
bra009,-23.73858,-45.66807,175,,CEOD,62,Angiosperm,Broad
bra010,-23.95673,-47.04081,680,,CEOD,70,Angiosperm,Broad
bra011,-0.97669,-53.32586,163,,CEOD,231,Angiosperm,Broad
bra012,-22.578611,-52.291111,650,,HYCO,190,Angiosperm,Broad
bra013,-27.084217,-48.883867,122,,NEOP,127,Angiosperm,Broad
bra014,-26.367017,-48.868333,61,,NEOP,171,Angiosperm,Broad
bra015,-9.25,-63.25,115,,CEFI,187,Angiosperm,Broad
bra016,-9.659139,-37.680203,128,,ASPY,33,Angiosperm,Broad
bra017,-10.005048,-37.395754,139,,ASPY,41,Angiosperm,Broad
bra018,-9.804722,-37.685,166,,ASPY,46,Angiosperm,Broad
bra020,-24.11272,-47.97821,408,,CEOD,85,Angiosperm,Broad
bra021,-10.15,-59.433333,281,,CEOD,145,Angiosperm,Broad
